blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalJungleMinionsKilled,redCSPerMin,blue_kda_ratio,blue_vision_advantage,kills_diff,elite_monster_diff,resultado_label,categoria_gold,first_blood_label,dragon_label
0,14,1,1,6,8,5,0,0,0,0,16892,7.0,18225,48,-44,277,22.6,14,1,0,10,1,1,0,0,16936,7.0,17948,48,18.5,0.42857142857142855,13,-2,-1,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,16,2,0,6,13,7,0,0,0,0,15522,6.8,16999,55,-3819,-2264,18.2,14,4,1,16,1,1,0,0,19341,7.2,19263,40,22.0,0.3157894736842105,12,-7,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,21,3,0,8,8,10,0,0,0,0,17544,7.2,18246,53,-375,-547,21.3,20,5,1,9,1,1,0,0,17919,7.0,18793,62,23.0,0.5,16,0,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,16,1,1,7,8,4,1,1,0,0,15863,7.0,18126,58,-735,-742,17.8,17,0,0,3,0,0,0,0,16598,7.0,18868,56,23.1,0.4666666666666667,16,-1,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
0,15,5,1,3,9,2,1,1,0,0,15000,6.6,16731,51,-3761,-2552,22.1,31,2,0,7,0,0,0,0,18761,7.2,19283,48,22.5,0.25,13,-6,1,Derrota Azul,Forte Desvantagem,Com First Blood,1 Dragao
1,20,6,1,6,2,6,1,1,0,0,16825,7.0,18820,49,2492,1176,24.7,42,4,0,2,0,0,0,0,14333,7.0,17644,56,20.5,0.75,16,4,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,18,3,1,11,11,17,0,0,0,0,17571,6.8,16712,31,-3024,-2806,17.4,18,2,0,9,1,0,1,1,20595,7.2,19518,51,24.3,0.5,16,0,-1,Vitoria Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,18,2,0,3,8,1,0,0,0,0,14496,6.8,16623,48,-2317,-1330,23.0,17,4,1,11,2,1,1,0,16813,7.0,17953,44,22.3,0.2727272727272727,14,-5,-2,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,15,3,0,2,6,3,0,0,0,0,14602,6.8,17042,54,-2185,-2480,20.8,13,2,1,4,1,1,0,0,16787,7.2,19522,76,23.2,0.25,13,-4,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,20,3,1,16,5,21,1,1,0,0,20032,7.4,20277,48,3931,4106,16.6,14,1,0,4,0,0,0,0,16101,6.6,16171,44,19.8,0.7619047619047619,19,11,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,15,6,0,2,6,2,0,0,0,0,16241,7.2,18365,57,250,942,23.6,38,0,1,8,1,1,0,0,15991,6.8,17423,56,19.6,0.25,15,-4,-1,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,39,2,1,11,8,16,0,0,0,0,17860,6.8,17606,48,1240,-349,17.2,14,2,0,6,1,0,1,0,16620,6.8,17955,51,20.2,0.5789473684210527,37,3,-1,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,18,2,0,3,9,4,1,1,0,0,15280,6.6,16614,50,-2034,-1071,22.0,19,5,1,17,0,0,0,0,17314,6.8,17685,37,22.0,0.25,13,-6,1,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,40,1,0,6,6,6,0,0,0,0,15863,6.8,17012,29,46,881,22.1,44,2,1,9,0,0,0,0,15817,6.4,16131,46,19.1,0.5,38,0,0,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,17,1,1,9,3,9,1,0,1,0,18159,7.4,19769,52,3037,2677,24.5,20,4,0,4,1,1,0,0,15122,6.6,17092,50,21.3,0.75,13,6,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,16,5,1,4,8,7,0,0,0,0,15557,6.6,17145,50,-2101,-2009,21.2,18,3,0,11,2,1,1,0,17658,7.2,19154,50,24.9,0.3333333333333333,13,-4,-2,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,14,2,1,5,9,6,2,1,1,0,16142,6.8,16958,51,-1231,-888,23.0,25,2,0,11,0,0,0,0,17373,6.8,17846,53,22.1,0.35714285714285715,12,-4,2,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
0,14,3,0,7,8,9,0,0,0,0,16122,6.8,17858,39,-1673,-327,19.6,16,1,1,8,0,0,0,0,17795,7.0,18185,52,23.1,0.4666666666666667,13,-1,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,18,2,1,7,10,9,0,0,0,0,16154,6.6,16080,41,-2005,-1736,19.9,18,5,0,10,0,0,0,0,18159,6.8,17816,46,22.9,0.4117647058823529,13,-3,0,Vitoria Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,16,4,0,5,7,6,0,0,0,0,16402,7.0,17710,68,194,-220,22.3,14,5,1,8,0,0,0,0,16208,7.0,17930,56,19.5,0.4166666666666667,11,-2,0,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,15,2,0,2,7,2,1,0,1,0,14864,6.6,16742,41,-2219,-1498,24.9,19,3,1,15,1,1,0,0,17083,7.0,18240,52,22.9,0.2222222222222222,12,-5,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,13,1,0,3,13,4,0,0,0,0,14126,6.4,15246,44,-6319,-3391,20.0,16,3,1,22,1,1,0,0,20445,7.2,18637,56,19.3,0.1875,10,-10,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,53,6,0,6,4,7,2,1,1,0,16699,7.0,18503,55,1109,718,24.2,19,5,1,6,0,0,0,0,15590,6.8,17785,41,23.7,0.6,78,2,2,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,14,0,1,3,2,3,1,0,1,0,14424,6.6,17499,48,-541,-66,20.1,12,0,0,2,0,0,0,0,14965,6.8,17565,60,23.4,0.6,14,1,1,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,23,1,1,5,11,6,0,0,0,0,15696,6.6,16453,42,-2942,-1785,19.5,17,6,0,14,0,0,0,0,18638,7.0,18238,47,21.2,0.3125,16,-6,0,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,12,5,0,4,12,3,0,0,0,0,15639,6.4,17326,55,-2608,-1326,22.7,19,2,1,13,0,0,0,0,18247,7.0,18652,52,19.8,0.25,9,-8,0,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,18,3,0,3,7,4,0,0,0,0,13991,6.4,16073,21,-3756,-3280,20.3,48,6,1,4,0,0,0,0,17747,7.2,19353,53,25.6,0.3,10,-4,0,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,37,2,0,5,4,4,0,0,0,0,16273,7.2,19371,48,1161,2387,24.1,14,1,1,3,1,1,0,0,15112,6.6,16984,44,22.4,0.5555555555555556,36,1,-1,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,12,3,0,6,6,3,0,0,0,0,16072,7.0,18312,40,-346,316,22.9,15,1,1,6,1,1,0,0,16418,6.8,17996,43,24.1,0.5,11,0,-1,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,16,2,1,5,9,3,0,0,0,0,14953,6.6,17141,60,-3042,-3641,18.3,18,0,0,5,1,1,0,0,17995,7.6,20782,75,22.4,0.35714285714285715,16,-4,-1,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,18,1,1,8,1,13,1,1,0,0,18078,6.8,18559,50,5354,4695,24.7,15,4,0,0,0,0,0,0,12724,6.0,13864,46,16.6,0.8888888888888888,14,7,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,30,5,1,7,9,12,0,0,0,0,16242,6.4,16365,40,-2055,-2649,20.9,21,6,0,12,0,0,0,0,18297,7.2,19014,56,20.2,0.4375,24,-2,0,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,12,2,0,7,11,4,0,0,0,0,15528,6.6,17206,6,-3546,-1919,23.5,14,0,1,12,0,0,0,0,19074,7.2,19125,65,23.8,0.3888888888888889,12,-4,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,16,3,1,5,7,7,2,1,1,1,18334,7.4,19247,70,1111,26,23.1,18,4,0,7,0,0,0,0,17223,7.4,19221,56,24.0,0.4166666666666667,12,-2,2,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
0,53,3,0,5,16,2,0,0,0,0,14603,6.4,15446,39,-6185,-2328,18.1,19,6,1,20,1,1,0,1,20788,7.0,17774,29,19.5,0.23809523809523808,66,-11,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,18,4,1,4,4,6,1,0,1,0,15694,6.6,17103,40,567,-1018,24.8,16,6,0,3,1,1,0,0,15127,7.0,18121,44,24.5,0.5,12,0,0,Derrota Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,12,5,1,7,16,7,0,0,0,0,16711,6.4,15855,51,-3289,-4291,20.1,15,1,0,17,1,0,1,0,20000,7.4,20146,49,20.1,0.30434782608695654,10,-9,-1,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,21,4,1,5,4,11,0,0,0,0,16282,6.8,17378,49,882,512,21.3,19,3,0,3,2,1,1,0,15400,6.6,16866,52,22.8,0.5555555555555556,18,1,-2,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,14,3,0,6,4,6,0,0,0,0,15508,7.0,17029,42,-745,156,19.3,13,6,1,3,1,1,0,0,16253,6.6,16873,40,25.0,0.6,8,2,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,15,2,0,1,6,1,0,0,0,0,14058,6.6,16215,51,-2675,-2192,21.3,53,4,1,4,1,0,1,0,16733,7.0,18407,52,22.9,0.14285714285714285,11,-5,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,14,0,0,3,4,4,1,1,0,0,15178,7.0,18172,64,-767,-606,20.9,14,2,1,4,1,0,1,0,15945,7.0,18778,64,22.9,0.42857142857142855,12,-1,0,Vitoria Azul,Leve Desvantagem,Sem First Blood,1 Dragao
1,16,3,1,11,2,14,1,1,0,0,18722,7.2,19399,52,4371,3099,21.6,17,1,0,5,0,0,0,0,14351,6.6,16300,49,22.8,0.8461538461538461,15,9,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,38,1,1,3,11,5,0,0,0,0,14496,6.4,16377,48,-5003,-4682,21.5,53,0,0,17,1,1,0,0,19499,7.6,21059,83,20.8,0.21428571428571427,38,-8,-1,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,17,5,0,6,8,5,0,0,0,0,15748,6.6,16524,36,-1304,-552,22.2,40,6,1,12,1,1,0,0,17052,6.8,17076,46,21.6,0.42857142857142855,11,-2,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,15,1,1,4,2,2,0,0,0,0,16127,7.2,18510,63,1439,755,22.5,12,2,0,1,1,1,0,0,14688,6.8,17755,72,21.0,0.6666666666666666,13,2,-1,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
1,14,4,1,7,9,7,0,0,0,0,16149,6.4,16018,48,-393,-478,18.6,15,1,0,7,0,0,0,0,16542,6.4,16496,48,17.3,0.4375,13,-2,0,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,17,2,1,6,5,9,0,0,0,0,17812,7.2,19411,69,2303,2950,26.3,16,2,0,9,1,1,0,0,15509,6.6,16461,46,19.1,0.5454545454545454,15,1,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,17,1,1,7,6,10,0,0,0,0,16360,6.4,16497,44,-75,144,21.8,14,2,0,8,0,0,0,0,16435,6.8,16353,40,20.7,0.5384615384615384,15,1,0,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,12,1,1,7,4,5,0,0,0,0,17052,6.8,17766,44,1475,-95,24.1,36,2,0,5,1,1,0,0,15577,6.6,17861,60,20.6,0.6363636363636364,9,3,-1,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,21,1,1,5,7,4,0,0,0,0,16218,6.8,16863,52,-193,-634,20.4,18,2,0,10,2,1,1,0,16411,6.8,17497,48,20.2,0.4166666666666667,19,-2,-2,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,12,2,0,10,9,10,0,0,0,0,17706,6.8,17870,48,578,144,21.2,12,1,1,6,0,0,0,0,17128,7.0,17726,38,20.4,0.5263157894736842,11,1,0,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,19,1,1,13,5,13,1,1,0,1,21132,7.6,19941,56,6289,3996,21.7,15,3,0,6,0,0,0,0,14843,6.4,15945,32,17.9,0.7222222222222222,16,8,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,52,1,1,4,2,2,2,1,1,0,15897,7.0,19077,68,188,1159,23.5,14,2,0,3,0,0,0,0,15709,6.6,17918,53,25.5,0.6666666666666666,50,2,2,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
0,17,3,0,2,6,1,0,0,0,0,14207,6.6,16373,48,-2723,-1062,21.1,20,1,1,7,1,1,0,0,16930,6.8,17435,57,20.8,0.25,16,-4,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,14,0,0,4,6,5,0,0,0,0,15908,7.0,18133,68,-1345,169,21.8,48,1,1,9,1,1,0,0,17253,6.8,17964,68,22.0,0.4,13,-2,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,16,4,0,3,3,3,0,0,0,0,15275,6.8,17812,56,-701,346,21.7,12,1,1,5,1,1,0,0,15976,6.8,17466,56,21.4,0.5,15,0,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,20,3,1,3,6,2,0,0,0,0,15098,6.6,16937,50,-100,-305,23.2,15,4,0,4,1,1,0,0,15198,6.8,17242,41,17.8,0.3333333333333333,16,-3,-1,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,12,0,1,3,3,4,0,0,0,0,14520,7.0,17410,64,-1127,-843,18.2,16,2,0,1,0,0,0,0,15647,7.0,18253,60,23.4,0.5,10,0,0,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,16,6,1,7,11,7,0,0,0,0,16851,6.8,16674,42,-778,-752,21.6,13,4,0,14,1,1,0,0,17629,6.8,17426,34,20.0,0.3888888888888889,12,-4,-1,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,19,2,0,3,6,5,1,0,1,0,14724,6.6,16522,52,-1858,-1476,19.5,17,1,1,7,1,1,0,0,16582,7.0,17998,52,22.5,0.3333333333333333,18,-3,0,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,15,3,0,4,7,5,0,0,0,0,15535,6.8,18068,56,-1608,-572,21.4,16,1,1,9,2,1,1,0,17143,7.0,18640,59,22.0,0.36363636363636365,14,-3,-2,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,37,2,0,8,8,15,1,1,0,0,17192,7.0,17774,59,203,557,19.0,21,3,1,14,0,0,0,0,16989,6.8,17217,44,23.5,0.5,34,0,1,Derrota Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,21,2,0,1,8,1,0,0,0,0,14022,6.8,16586,59,-4075,-3154,22.3,15,2,1,7,2,1,1,1,18097,7.2,19740,60,21.1,0.1111111111111111,19,-7,-2,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,29,5,0,7,5,9,0,0,0,0,16793,6.8,17671,48,620,-226,24.2,16,6,1,7,1,1,0,0,16173,7.0,17897,44,23.7,0.5833333333333334,23,2,-1,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,13,2,0,4,13,2,0,0,0,0,14969,6.6,16183,43,-4486,-5334,20.8,23,2,1,8,0,0,0,0,19455,7.6,21517,59,22.2,0.23529411764705882,11,-9,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,16,4,0,1,3,1,1,0,1,0,14605,7.0,17830,48,-280,903,24.4,14,3,1,3,1,1,0,0,14885,6.6,16927,60,21.7,0.25,13,-2,0,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,18,4,1,6,6,8,0,0,0,0,15380,7.0,17373,55,-2064,-2639,19.3,36,5,0,5,0,0,0,0,17444,7.6,20012,60,24.2,0.5,13,0,0,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,16,5,1,9,3,10,1,1,0,0,17679,7.4,19757,54,2488,2453,23.7,16,4,0,5,0,0,0,0,15191,7.0,17304,49,22.2,0.75,12,6,1,Derrota Azul,Forte Vantagem,Com First Blood,1 Dragao
1,17,2,1,9,6,13,0,0,0,0,18267,7.4,19241,48,2253,2082,22.6,16,2,0,7,0,0,0,0,16014,6.8,17159,55,17.8,0.6,15,3,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,17,1,0,6,2,6,1,1,0,0,15721,6.8,17894,48,1900,1732,20.3,13,0,1,0,0,0,0,0,13821,6.4,16162,59,18.7,0.75,17,4,1,Vitoria Azul,Forte Vantagem,Sem First Blood,1 Dragao
0,12,2,0,3,8,4,0,0,0,0,15330,6.4,16378,66,-3277,-1680,20.5,16,1,1,12,2,1,1,1,18607,6.8,18058,56,22.0,0.2727272727272727,11,-5,-2,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,18,3,0,1,10,1,0,0,0,0,14666,6.2,16186,49,-3480,-1368,23.3,45,2,1,22,1,1,0,0,18146,7.0,17554,46,19.3,0.09090909090909091,16,-9,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,13,2,0,4,9,3,0,0,0,0,15027,6.6,16491,44,-3148,-2107,21.6,16,2,1,9,1,1,0,0,18175,7.0,18598,56,22.0,0.3076923076923077,11,-5,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,16,4,0,3,7,4,1,1,0,0,14384,6.2,15955,36,-3388,-3025,19.9,21,4,1,9,0,0,0,0,17772,7.2,18980,52,25.6,0.3,12,-4,1,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,13,2,1,16,5,16,1,0,1,0,20380,7.2,20228,36,5330,4040,23.0,18,2,0,3,1,1,0,0,15050,6.6,16188,44,17.3,0.7619047619047619,11,11,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,18,5,1,10,6,11,1,1,0,0,18895,7.2,18495,44,3409,1964,24.5,18,4,0,8,0,0,0,0,15486,6.8,16531,40,18.0,0.625,14,4,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,24,5,1,7,7,8,0,0,0,0,16866,6.8,17575,54,-1543,-523,19.4,16,1,0,7,1,0,1,1,18409,7.0,18098,48,20.7,0.5,23,0,-1,Vitoria Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,16,2,0,3,3,2,1,0,1,0,15416,6.8,17935,61,450,-9,22.8,12,2,1,5,0,0,0,0,14966,6.8,17944,53,22.0,0.5,14,0,1,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,18,5,0,7,7,7,1,1,0,0,16056,6.6,16268,40,-1151,-1924,18.8,15,1,1,14,1,0,1,0,17207,7.0,18192,49,23.5,0.5,17,0,0,Derrota Azul,Leve Desvantagem,Sem First Blood,1 Dragao
1,16,4,1,5,8,4,1,1,0,0,15964,6.8,17011,53,-1399,-1727,20.4,53,1,0,7,0,0,0,0,17363,7.2,18738,49,21.7,0.38461538461538464,15,-3,1,Vitoria Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,12,4,0,3,5,2,0,0,0,0,14584,6.8,17432,45,-813,840,20.1,22,1,1,5,1,1,0,0,15397,6.6,16592,52,19.5,0.375,11,-2,-1,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,16,4,1,9,1,9,1,1,0,0,17239,7.2,19459,46,3497,3543,23.2,16,1,0,2,0,0,0,0,13742,6.4,15916,53,22.3,0.9,15,8,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,53,3,0,11,7,20,1,1,0,0,17068,6.2,15357,32,786,-562,15.3,16,2,1,8,0,0,0,0,16282,6.6,15919,40,19.9,0.6111111111111112,95,4,1,Derrota Azul,Leve Vantagem,Sem First Blood,1 Dragao
1,13,4,0,4,3,5,0,0,0,0,16079,7.0,18772,54,752,1388,22.1,23,2,1,5,1,1,0,0,15327,6.6,17384,52,22.3,0.5714285714285714,11,1,-1,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,16,2,1,9,4,11,0,0,0,0,17312,7.0,19125,44,2344,1517,21.7,39,4,0,4,0,0,0,0,14968,6.8,17608,59,20.1,0.6923076923076923,12,5,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,33,1,1,9,5,8,0,0,0,0,16959,7.2,19195,43,1788,1922,19.9,15,2,0,2,0,0,0,0,15171,6.6,17273,44,18.7,0.6428571428571429,31,4,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,21,4,0,7,7,9,0,0,0,0,17251,7.0,19522,60,-172,1613,22.5,18,3,1,9,0,0,0,0,17423,6.8,17909,48,22.4,0.5,18,0,0,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,13,1,1,7,7,6,0,0,0,0,17023,6.8,17502,37,1202,-535,19.8,13,4,0,5,1,0,1,0,15821,7.0,18037,46,18.0,0.5,9,0,-1,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,20,5,1,4,5,7,0,0,0,0,15067,6.8,17232,56,-1641,-1610,17.2,19,4,0,10,0,0,0,0,16708,7.4,18842,52,25.4,0.4444444444444444,16,-1,0,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,15,6,1,7,8,8,0,0,0,0,16302,6.2,15434,37,-592,-2438,18.3,18,4,0,10,0,0,0,0,16894,6.8,17872,50,21.6,0.4666666666666667,11,-1,0,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,21,2,0,5,14,6,0,0,0,0,16251,6.8,16548,46,-4859,-2956,21.3,18,3,1,14,1,0,1,2,21110,7.2,19504,44,22.6,0.2631578947368421,18,-9,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,22,1,0,7,6,4,1,0,1,0,16680,6.8,17712,43,-72,-118,19.6,16,5,1,5,0,0,0,0,16752,7.0,17830,44,22.3,0.5384615384615384,17,1,1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,22,1,0,3,5,2,0,0,0,0,14027,6.6,16596,32,-2105,-1815,21.9,19,4,1,4,0,0,0,0,16132,7.0,18411,44,26.1,0.375,18,-2,0,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,37,4,1,10,7,11,0,0,0,0,18423,7.2,18773,40,2514,1424,21.2,16,4,0,6,1,0,1,0,15909,6.8,17349,40,20.0,0.5882352941176471,33,3,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,38,0,1,11,6,15,1,1,0,0,19218,7.0,19389,56,3248,2147,19.7,16,2,0,4,0,0,0,0,15970,6.8,17242,48,20.5,0.6470588235294118,36,5,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,37,4,0,3,5,3,0,0,0,0,14822,7.0,18244,49,-2420,-753,23.1,18,4,1,5,1,0,1,0,17242,7.0,18997,63,24.6,0.375,33,-2,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,45,5,0,4,3,5,1,1,0,0,15398,7.2,17861,54,378,321,20.0,53,6,1,2,1,0,1,0,15020,7.0,17540,48,22.7,0.5714285714285714,39,1,0,Derrota Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,17,1,0,2,6,0,0,0,0,0,13465,6.2,15462,43,-3179,-937,19.1,15,2,1,6,1,1,0,0,16644,6.6,16399,43,22.6,0.25,15,-4,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,13,6,0,2,9,3,0,0,0,0,13860,6.8,16225,39,-4138,-3792,19.5,40,3,1,7,1,0,1,0,17998,7.4,20017,52,22.9,0.18181818181818182,10,-7,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,15,3,0,3,11,3,0,0,0,0,14579,6.6,15951,35,-3603,-3793,22.7,16,3,1,9,0,0,0,0,18182,7.2,19744,49,23.2,0.21428571428571427,12,-8,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,13,1,1,6,5,9,1,1,0,0,16995,7.0,18679,64,930,567,23.0,18,2,0,3,0,0,0,0,16065,7.0,18112,43,22.1,0.5454545454545454,11,1,1,Derrota Azul,Leve Vantagem,Com First Blood,1 Dragao
1,12,3,1,11,7,8,0,0,0,0,18288,7.4,19406,57,2616,3108,20.7,12,0,0,9,1,1,0,0,15672,6.6,16298,44,17.7,0.6111111111111112,11,4,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,16,1,0,8,7,8,0,0,0,0,17404,7.0,18717,60,-882,-740,20.4,25,3,1,9,1,1,0,0,18286,7.4,19457,63,25.3,0.5333333333333333,13,1,-1,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,17,1,0,2,8,1,1,1,0,0,14476,6.6,16263,57,-4094,-3320,20.1,18,2,1,8,0,0,0,0,18570,7.2,19583,66,25.2,0.2,15,-6,1,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,18,3,0,14,12,11,0,0,0,0,19118,7.2,19312,29,646,1756,21.8,17,3,1,13,1,0,1,0,18472,6.8,17556,46,21.1,0.5384615384615384,15,2,-1,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,53,2,0,6,2,9,1,1,0,0,16751,7.0,18674,42,832,551,23.9,17,2,1,2,0,0,0,0,15919,6.8,18123,69,22.5,0.75,54,4,1,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
1,18,5,0,10,4,14,1,1,0,0,18541,7.0,18196,48,4362,2989,21.0,43,3,1,2,0,0,0,0,14179,6.4,15207,30,17.6,0.7142857142857143,15,6,1,Vitoria Azul,Forte Vantagem,Sem First Blood,1 Dragao
0,12,1,0,3,12,3,0,0,0,0,14202,6.4,16159,42,-4552,-2289,20.0,14,3,1,16,1,1,0,0,18754,7.2,18448,35,22.3,0.2,8,-9,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,15,2,1,4,2,3,1,1,0,0,16521,7.2,18785,48,2101,1400,26.1,19,3,0,2,0,0,0,0,14420,6.6,17385,56,21.5,0.6666666666666666,12,2,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,15,1,1,10,4,11,0,0,0,0,18314,7.0,17903,31,3884,2224,21.9,12,0,0,6,1,1,0,0,14430,6.6,15679,48,16.7,0.7142857142857143,15,6,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
